,Reference,IncidentID,TotalConfirmedPowercut,PowercutCategory,ElapsedTime,EstimatedTimeTillResolution,LoggedTime,NatureOfOutage,TotalPredictedPowercut,Priority,Type,CustomerStageSequence,IncidentStatus,InsertDate,UpdateDate,Reason,CustomerStageSequenceMessage,Postcode,Area,Lat,Lng,IsAffected,ID,Label,IncidentsConfigId,CustomETRMessageFlag,CustomETRMessage,CustomETRMessagePArea,ConfigStatus,IsCustomIncident,ManageCustomIncidentsId
181,INCD-384547-A,A0005de23INCD,8,Unknown P2,0d 3:5,2023-03-30T17:00:00Z,2023-03-30T10:39:00Z,Large Area Fault,0,4,HV_N,7,5,2023-03-30T10:40:47Z,2023-03-30T13:45:36Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HG4  2QL,North East,54.1355,-1.54102,1,1725969,,0,False,,,False,False,0
182,INCD-384547-A,A0005de23INCD,8,Unknown P2,0d 3:5,2023-03-30T17:00:00Z,2023-03-30T10:39:00Z,Large Area Fault,0,4,HV_N,7,5,2023-03-30T10:40:47Z,2023-03-30T13:45:36Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HG3  3PQ,North East,54.0848,-1.5536,1,1725969,,0,False,,,False,False,0
183,INCD-384547-A,A0005de23INCD,8,Unknown P2,0d 3:5,2023-03-30T17:00:00Z,2023-03-30T10:39:00Z,Large Area Fault,0,4,HV_N,7,5,2023-03-30T10:40:47Z,2023-03-30T13:45:36Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HG3  3PD,North East,54.0869,-1.56404,1,1725969,,0,False,,,False,False,0
184,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 5NB,Yorkshire,53.7204,-1.70536,0,1725874,,0,False,,,False,False,0
185,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 5NA,Yorkshire,53.7203,-1.7054,0,1725874,,0,False,,,False,False,0
186,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 5BD,Yorkshire,53.7195,-1.70729,0,1725874,,0,False,,,False,False,0
187,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 5LY,Yorkshire,53.718,-1.702,0,1725874,,0,False,,,False,False,0
188,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 5NE,Yorkshire,53.7202,-1.70363,0,1725874,,0,False,,,False,False,0
189,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 5LT,Yorkshire,53.7188,-1.70244,0,1725874,,0,False,,,False,False,0
190,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 5BQ,Yorkshire,53.7219,-1.71114,0,1725874,,0,False,,,False,False,0
191,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 5LX,Yorkshire,53.7178,-1.70484,0,1725874,,0,False,,,False,False,0
192,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 5LH,Yorkshire,53.7187,-1.70511,0,1725874,,0,False,,,False,False,0
193,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 6HP,Yorkshire,53.7231,-1.71361,0,1725874,,0,False,,,False,False,0
194,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 5LW,Yorkshire,53.719,-1.70165,0,1725874,,0,False,,,False,False,0
195,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 5LJ,Yorkshire,53.7186,-1.70595,0,1725874,,0,False,,,False,False,0
196,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 5LP,Yorkshire,53.7199,-1.70416,0,1725874,,0,False,,,False,False,0
197,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 6JP,Yorkshire,53.7217,-1.73516,0,1725874,,0,False,,,False,False,0
198,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 5HJ,Yorkshire,53.7216,-1.71926,0,1725874,,0,False,,,False,False,0
199,INCD-384542-A,A0005de1eINCD,1,LV Restoration,0d 1:40,2023-03-30T13:16:00Z,2023-03-30T09:54:00Z,Localised Fault,2,3,LV,4,6,2023-03-30T10:20:28Z,2023-03-30T11:40:12Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD19 5LQ,Yorkshire,53.7197,-1.70147,0,1725874,,0,False,,,False,False,0
200,INCD-384530-A,A0005de12INCD,3,U/G LV Mains Repair (Other),0d 4:49,2023-03-30T14:45:00Z,2023-03-30T08:55:00Z,Localised Fault,3,3,LV,7,5,2023-03-30T09:00:39Z,2023-03-30T13:45:33Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,YO19 5XG,North East,53.9833,-0.996971,1,1725498,,0,False,,,False,False,0
201,INCD-384530-A,A0005de12INCD,3,U/G LV Mains Repair (Other),0d 4:49,2023-03-30T14:45:00Z,2023-03-30T08:55:00Z,Localised Fault,3,3,LV,7,5,2023-03-30T09:00:39Z,2023-03-30T13:45:33Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,YO32 9UD,North East,53.9838,-1.02351,1,1725498,,0,False,,,False,False,0
202,INCD-384527-A,A0005de0fINCD,0,LV Restoration,0d 2:16,2023-03-30T11:48:00Z,2023-03-30T08:48:00Z,Localised Fault,5,3,LV,4,6,2023-03-30T08:50:41Z,2023-03-30T11:10:11Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,HX6  4RH,Yorkshire,53.6454,-1.96278,0,1725451,,0,False,,,False,False,0
203,INCD-384527-A,A0005de0fINCD,0,LV Restoration,0d 2:16,2023-03-30T11:48:00Z,2023-03-30T08:48:00Z,Localised Fault,5,3,LV,4,6,2023-03-30T08:50:41Z,2023-03-30T11:10:11Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,OL15 0WW,Yorkshire,53.6166,-2.15932,0,1725451,,0,False,,,False,False,0
204,INCD-384526-A,A0005de0eINCD,0,LV Restoration,0d 3:7,1900-01-01T00:00:00,2023-03-30T08:47:00Z,Localised Fault,4,3,LV,4,6,2023-03-30T08:50:40Z,2023-03-30T12:00:20Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,DN19 7NA,Yorkshire,53.665,-0.321173,0,1725450,,0,False,,,False,False,0
