,Reference,IncidentID,TotalConfirmedPowercut,PowercutCategory,ElapsedTime,EstimatedTimeTillResolution,LoggedTime,NatureOfOutage,TotalPredictedPowercut,Priority,Type,CustomerStageSequence,IncidentStatus,InsertDate,UpdateDate,Reason,CustomerStageSequenceMessage,Postcode,Area,Lat,Lng,IsAffected,ID,Label,IncidentsConfigId,CustomETRMessageFlag,CustomETRMessage,CustomETRMessagePArea,ConfigStatus,IsCustomIncident,ManageCustomIncidentsId
113,PPC049677,,21,8,0d 4:45,2023-03-30T15:00:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,LV,0,5,2023-03-30T13:45:17Z,2023-03-30T13:45:17Z,We need to temporarily turn the power off to undertake vegetation management in the area.,In Progress,YO10 3NR,North East,53.9601,-1.03366,1,1726816,,0,False,,,False,False,0
114,PPC049677,,21,8,0d 4:45,2023-03-30T15:00:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,LV,0,5,2023-03-30T13:45:17Z,2023-03-30T13:45:17Z,We need to temporarily turn the power off to undertake vegetation management in the area.,In Progress,YO10 3NN,North East,53.9581,-1.03112,1,1726816,,0,False,,,False,False,0
115,PPC049677,,21,8,0d 4:45,2023-03-30T15:00:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,LV,0,5,2023-03-30T13:45:17Z,2023-03-30T13:45:17Z,We need to temporarily turn the power off to undertake vegetation management in the area.,In Progress,YO10 3NW,North East,53.9584,-1.03276,1,1726816,,0,False,,,False,False,0
116,PPC049664,,148,1,0d 4:15,2023-03-30T13:30:00Z,2023-03-30T09:30:00Z,Planned Work on System,0,8,LV,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,TS5  8LH,North East,54.5388,-1.25252,1,1726815,,0,False,,,False,False,0
117,PPC049664,,148,1,0d 4:15,2023-03-30T13:30:00Z,2023-03-30T09:30:00Z,Planned Work on System,0,8,LV,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,TS5  8LF,North East,54.5382,-1.25298,1,1726815,,0,False,,,False,False,0
118,PPC049664,,148,1,0d 4:15,2023-03-30T13:30:00Z,2023-03-30T09:30:00Z,Planned Work on System,0,8,LV,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,TS5  8NU,North East,54.5396,-1.25455,1,1726815,,0,False,,,False,False,0
119,PPC049664,,148,1,0d 4:15,2023-03-30T13:30:00Z,2023-03-30T09:30:00Z,Planned Work on System,0,8,LV,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,TS5  7HA,North East,54.5413,-1.25383,1,1726815,,0,False,,,False,False,0
120,PPC049664,,148,1,0d 4:15,2023-03-30T13:30:00Z,2023-03-30T09:30:00Z,Planned Work on System,0,8,LV,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,TS5  8LA,North East,54.5381,-1.25102,1,1726815,,0,False,,,False,False,0
121,PPC049664,,148,1,0d 4:15,2023-03-30T13:30:00Z,2023-03-30T09:30:00Z,Planned Work on System,0,8,LV,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,TS5  8BD,North East,54.5388,-1.25138,1,1726815,,0,False,,,False,False,0
122,PPC049664,,148,1,0d 4:15,2023-03-30T13:30:00Z,2023-03-30T09:30:00Z,Planned Work on System,0,8,LV,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,TS5  8BB,North East,54.5409,-1.25481,1,1726815,,0,False,,,False,False,0
123,PPC049664,,148,1,0d 4:15,2023-03-30T13:30:00Z,2023-03-30T09:30:00Z,Planned Work on System,0,8,LV,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,TS5  8NX,North East,54.5399,-1.25434,1,1726815,,0,False,,,False,False,0
124,PPC049664,,148,1,0d 4:15,2023-03-30T13:30:00Z,2023-03-30T09:30:00Z,Planned Work on System,0,8,LV,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,TS5  8BE,North East,54.5369,-1.24838,1,1726815,,0,False,,,False,False,0
125,PPC049664,,148,1,0d 4:15,2023-03-30T13:30:00Z,2023-03-30T09:30:00Z,Planned Work on System,0,8,LV,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,TS5  7HB,North East,54.5391,-1.2504,1,1726815,,0,False,,,False,False,0
126,PPC049624,,56,1,0d 4:45,2023-03-30T16:00:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,LN7  6HZ,Yorkshire,53.4813,-0.379131,1,1726814,,0,False,,,False,False,0
127,PPC049624,,56,1,0d 4:45,2023-03-30T16:00:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,LN8  6NJ,Yorkshire,53.3329,-0.204847,1,1726814,,0,False,,,False,False,0
128,PPC049624,,56,1,0d 4:45,2023-03-30T16:00:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,LN8  6NH,Yorkshire,53.333,-0.206329,1,1726814,,0,False,,,False,False,0
129,PPC049624,,56,1,0d 4:45,2023-03-30T16:00:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,LN8  6NL,Yorkshire,53.335,-0.208741,1,1726814,,0,False,,,False,False,0
130,PPC049624,,56,1,0d 4:45,2023-03-30T16:00:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,LN8  6JQ,Yorkshire,53.3323,-0.205053,1,1726814,,0,False,,,False,False,0
131,PPC049624,,56,1,0d 4:45,2023-03-30T16:00:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,LN8  3NN,Yorkshire,53.3633,-0.428999,1,1726814,,0,False,,,False,False,0
132,PPC049624,,56,1,0d 4:45,2023-03-30T16:00:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:16Z,2023-03-30T13:45:16Z,We need to temporarily turn the power off to carry out a permanent repair in the area.,In Progress,LN8  6NN,Yorkshire,53.3325,-0.211727,1,1726814,,0,False,,,False,False,0
133,PPC049602,,56,8,0d 4:45,2023-03-30T16:30:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:15Z,2023-03-30T13:45:15Z,We need to temporarily turn the power off to undertake vegetation management in the area.,In Progress,LN11 7RU,Yorkshire,53.4249,0.182002,1,1726813,,0,False,,,False,False,0
134,PPC049602,,56,8,0d 4:45,2023-03-30T16:30:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:15Z,2023-03-30T13:45:15Z,We need to temporarily turn the power off to undertake vegetation management in the area.,In Progress,LN11 7QX,Yorkshire,53.4423,0.151004,1,1726813,,0,False,,,False,False,0
135,PPC049602,,56,8,0d 4:45,2023-03-30T16:30:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:15Z,2023-03-30T13:45:15Z,We need to temporarily turn the power off to undertake vegetation management in the area.,In Progress,LN11 7RP,Yorkshire,53.4244,0.187364,1,1726813,,0,False,,,False,False,0
136,PPC049602,,56,8,0d 4:45,2023-03-30T16:30:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:15Z,2023-03-30T13:45:15Z,We need to temporarily turn the power off to undertake vegetation management in the area.,In Progress,LN11 7RS,Yorkshire,53.4239,0.187521,1,1726813,,0,False,,,False,False,0
137,PPC049602,,56,8,0d 4:45,2023-03-30T16:30:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:15Z,2023-03-30T13:45:15Z,We need to temporarily turn the power off to undertake vegetation management in the area.,In Progress,LN11 7RA,Yorkshire,53.4403,0.152094,1,1726813,,0,False,,,False,False,0
138,PPC049602,,56,8,0d 4:45,2023-03-30T16:30:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:15Z,2023-03-30T13:45:15Z,We need to temporarily turn the power off to undertake vegetation management in the area.,In Progress,LN11 7DF,Yorkshire,53.4331,0.16806,1,1726813,,0,False,,,False,False,0
139,PPC049602,,56,8,0d 4:45,2023-03-30T16:30:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:15Z,2023-03-30T13:45:15Z,We need to temporarily turn the power off to undertake vegetation management in the area.,In Progress,LN11 7RX,Yorkshire,53.4255,0.178812,1,1726813,,0,False,,,False,False,0
140,PPC049602,,56,8,0d 4:45,2023-03-30T16:30:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:15Z,2023-03-30T13:45:15Z,We need to temporarily turn the power off to undertake vegetation management in the area.,In Progress,LN11 7DE,Yorkshire,53.43,0.147732,1,1726813,,0,False,,,False,False,0
141,PPC049594,,6,8,0d 0:44,2023-03-30T16:00:00Z,2023-03-30T14:30:00Z,Planned Work on System,0,8,LV,0,4,2023-03-30T13:45:15Z,2023-03-30T13:45:15Z,We need to temporarily turn the power off to undertake vegetation management in the area.,Work is scheduled to start,YO26 9ST,North East,54.0341,-1.27552,1,1726812,,0,False,,,False,False,0
142,PPC049593,,25,8,0d 1:15,2023-03-30T14:00:00Z,2023-03-30T12:30:00Z,Planned Work on System,0,8,LV,0,9,2023-03-30T13:45:15Z,2023-03-30T13:45:15Z,We need to temporarily turn the power off to undertake vegetation management in the area.,The scheduled work has been cancelled and is no longer taking place today,YO26 8ER,North East,54.0144,-1.22683,0,1726811,,0,False,,,False,False,0
143,PPC049593,,25,8,0d 1:15,2023-03-30T14:00:00Z,2023-03-30T12:30:00Z,Planned Work on System,0,8,LV,0,9,2023-03-30T13:45:15Z,2023-03-30T13:45:15Z,We need to temporarily turn the power off to undertake vegetation management in the area.,The scheduled work has been cancelled and is no longer taking place today,YO26 8EN,North East,54.0168,-1.23062,0,1726811,,0,False,,,False,False,0
144,PPC049593,,25,8,0d 1:15,2023-03-30T14:00:00Z,2023-03-30T12:30:00Z,Planned Work on System,0,8,LV,0,9,2023-03-30T13:45:15Z,2023-03-30T13:45:15Z,We need to temporarily turn the power off to undertake vegetation management in the area.,The scheduled work has been cancelled and is no longer taking place today,YO26 8EW,North East,54.0134,-1.22633,0,1726811,,0,False,,,False,False,0
145,PPC049589,,8,8,0d 4:15,2023-03-30T14:00:00Z,2023-03-30T09:30:00Z,Planned Work on System,0,8,LV,0,5,2023-03-30T13:45:14Z,2023-03-30T13:45:14Z,We need to temporarily turn the power off to undertake vegetation management in the area.,In Progress,DH2  2AG,North East,54.8614,-1.59035,1,1726810,,0,False,,,False,False,0
146,PPC049589,,8,8,0d 4:15,2023-03-30T14:00:00Z,2023-03-30T09:30:00Z,Planned Work on System,0,8,LV,0,5,2023-03-30T13:45:14Z,2023-03-30T13:45:14Z,We need to temporarily turn the power off to undertake vegetation management in the area.,In Progress,DH2  2NG,North East,54.8602,-1.5962,1,1726810,,0,False,,,False,False,0
147,PPC049480,,1,9,0d 3:15,2023-03-30T14:30:00Z,2023-03-30T10:30:00Z,Planned Work on System,0,8,LV,0,9,2023-03-30T13:45:14Z,2023-03-30T13:45:14Z,We need to temporarily turn the power off to move equipment in order to allow another organisation to work close to our network in the area.,The scheduled work has been cancelled and is no longer taking place today,YO1  8ST,North East,53.9587,-1.0826,0,1726809,,0,False,,,False,False,0
148,PPC049207,,26,3,0d 4:45,2023-03-30T15:00:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:13Z,2023-03-30T13:45:13Z,We need to temporarily turn the power off to carry out replacement work on our overhead power lines in the area.,In Progress,NE47 9UL,North East,54.8247,-2.23605,1,1726808,,0,False,,,False,False,0
149,PPC049207,,26,3,0d 4:45,2023-03-30T15:00:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:13Z,2023-03-30T13:45:13Z,We need to temporarily turn the power off to carry out replacement work on our overhead power lines in the area.,In Progress,NE47 9UW,North East,54.8246,-2.24825,1,1726808,,0,False,,,False,False,0
150,PPC049207,,26,3,0d 4:45,2023-03-30T15:00:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:13Z,2023-03-30T13:45:13Z,We need to temporarily turn the power off to carry out replacement work on our overhead power lines in the area.,In Progress,NE47 9JL,North East,54.8212,-2.24801,1,1726808,,0,False,,,False,False,0
151,PPC049207,,26,3,0d 4:45,2023-03-30T15:00:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:13Z,2023-03-30T13:45:13Z,We need to temporarily turn the power off to carry out replacement work on our overhead power lines in the area.,In Progress,NE47 9UP,North East,54.8257,-2.26004,1,1726808,,0,False,,,False,False,0
152,PPC049207,,26,3,0d 4:45,2023-03-30T15:00:00Z,2023-03-30T09:00:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:13Z,2023-03-30T13:45:13Z,We need to temporarily turn the power off to carry out replacement work on our overhead power lines in the area.,In Progress,NE47 9UR,North East,54.8295,-2.25197,1,1726808,,0,False,,,False,False,0
153,PPC049114,,1,3,0d 4:15,2023-03-30T15:30:00Z,2023-03-30T09:30:00Z,Planned Work on System,0,8,HV_N,0,5,2023-03-30T13:45:13Z,2023-03-30T13:45:13Z,We need to temporarily turn the power off to carry out replacement work on our overhead power lines in the area.,In Progress,DN38 6DL,Yorkshire,53.5764,-0.420703,1,1726807,,0,False,,,False,False,0
154,INCD-384571-A,A0005de3bINCD,0,Unknown P2,0d 0:29,2023-03-30T16:25:00Z,2023-03-30T13:16:00Z,Localised Fault,71,4,LV,3,5,2023-03-30T13:25:43Z,2023-03-30T13:45:38Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our engineers are currently travelling to the area,LS4  2LN,Yorkshire,53.8108,-1.57916,1,1726737,,0,False,,,False,False,0
155,INCD-384571-A,A0005de3bINCD,0,Unknown P2,0d 0:29,2023-03-30T16:25:00Z,2023-03-30T13:16:00Z,Localised Fault,71,4,LV,3,5,2023-03-30T13:25:43Z,2023-03-30T13:45:38Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our engineers are currently travelling to the area,LS4  2LQ,Yorkshire,53.8108,-1.57801,1,1726737,,0,False,,,False,False,0
156,INCD-384571-A,A0005de3bINCD,0,Unknown P2,0d 0:29,2023-03-30T16:25:00Z,2023-03-30T13:16:00Z,Localised Fault,71,4,LV,3,5,2023-03-30T13:25:43Z,2023-03-30T13:45:38Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our engineers are currently travelling to the area,LS4  2LH,Yorkshire,53.811,-1.57735,1,1726737,,0,False,,,False,False,0
157,INCD-384571-A,A0005de3bINCD,0,Unknown P2,0d 0:29,2023-03-30T16:25:00Z,2023-03-30T13:16:00Z,Localised Fault,71,4,LV,3,5,2023-03-30T13:25:43Z,2023-03-30T13:45:38Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our engineers are currently travelling to the area,LS4  2LG,Yorkshire,53.8104,-1.57841,1,1726737,,0,False,,,False,False,0
158,INCD-384567-A,A0005de37INCD,0,Unknown P2,0d 1:30,2023-03-30T15:18:00Z,2023-03-30T12:14:00Z,Localised Fault,12,3,LV,3,5,2023-03-30T12:20:37Z,2023-03-30T13:45:26Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our engineers are currently travelling to the area,LN11 9SB,Yorkshire,53.3149,-0.075958,1,1726435,,0,False,,,False,False,0
159,INCD-384567-A,A0005de37INCD,0,Unknown P2,0d 1:30,2023-03-30T15:18:00Z,2023-03-30T12:14:00Z,Localised Fault,12,3,LV,3,5,2023-03-30T12:20:37Z,2023-03-30T13:45:26Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our engineers are currently travelling to the area,LN8  5LJ,Yorkshire,53.3034,-0.159878,1,1726435,,0,False,,,False,False,0
160,INCD-384560-A,A0005de30INCD,8,U/G LV Mains Repair (Other),0d 1:58,2023-03-30T17:15:00Z,2023-03-30T11:47:00Z,Localised Fault,0,3,LV,4,5,2023-03-30T11:50:37Z,2023-03-30T13:45:30Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD6  1EX,Yorkshire,53.7615,-1.76163,1,1726296,,0,False,,,False,False,0
161,INCD-384560-A,A0005de30INCD,8,U/G LV Mains Repair (Other),0d 1:58,2023-03-30T17:15:00Z,2023-03-30T11:47:00Z,Localised Fault,0,3,LV,4,5,2023-03-30T11:50:37Z,2023-03-30T13:45:30Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD6  1FE,Yorkshire,53.7604,-1.76052,0,1726296,,0,False,,,False,False,0
162,INCD-384560-A,A0005de30INCD,8,U/G LV Mains Repair (Other),0d 1:58,2023-03-30T17:15:00Z,2023-03-30T11:47:00Z,Localised Fault,0,3,LV,4,5,2023-03-30T11:50:37Z,2023-03-30T13:45:30Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD12 0HQ,Yorkshire,53.7605,-1.75971,0,1726296,,0,False,,,False,False,0
163,INCD-384560-A,A0005de30INCD,8,U/G LV Mains Repair (Other),0d 1:58,2023-03-30T17:15:00Z,2023-03-30T11:47:00Z,Localised Fault,0,3,LV,4,5,2023-03-30T11:50:37Z,2023-03-30T13:45:30Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD6  1FD,Yorkshire,53.7609,-1.76023,0,1726296,,0,False,,,False,False,0
164,INCD-384560-A,A0005de30INCD,8,U/G LV Mains Repair (Other),0d 1:58,2023-03-30T17:15:00Z,2023-03-30T11:47:00Z,Localised Fault,0,3,LV,4,5,2023-03-30T11:50:37Z,2023-03-30T13:45:30Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD12 0HL,Yorkshire,53.759,-1.75934,0,1726296,,0,False,,,False,False,0
165,INCD-384560-A,A0005de30INCD,8,U/G LV Mains Repair (Other),0d 1:58,2023-03-30T17:15:00Z,2023-03-30T11:47:00Z,Localised Fault,0,3,LV,4,5,2023-03-30T11:50:37Z,2023-03-30T13:45:30Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,BD6  1DY,Yorkshire,53.761,-1.76176,0,1726296,,0,False,,,False,False,0
166,INCD-28712-B,B00007028INCD,0,Safety Interruption,0d 0:1,2023-03-30T13:44:00Z,2023-03-30T10:44:00Z,Localised Fault,12,4,LV,1,6,2023-03-30T10:45:54Z,2023-03-30T10:50:21Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,We are currently allocating the job of restoring power to our engineers who will be shortly travelling to the area,DL10 7SQ,North East,54.3936,-1.65477,0,1725992,,0,False,,,False,False,0
167,INCD-28712-B,B00007028INCD,0,Safety Interruption,0d 0:1,2023-03-30T13:44:00Z,2023-03-30T10:44:00Z,Localised Fault,12,4,LV,1,6,2023-03-30T10:45:54Z,2023-03-30T10:50:21Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,We are currently allocating the job of restoring power to our engineers who will be shortly travelling to the area,DL10 7JD,North East,54.3957,-1.65492,0,1725992,,0,False,,,False,False,0
168,INCD-28712-B,B00007028INCD,0,Safety Interruption,0d 0:1,2023-03-30T13:44:00Z,2023-03-30T10:44:00Z,Localised Fault,12,4,LV,1,6,2023-03-30T10:45:54Z,2023-03-30T10:50:21Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,We are currently allocating the job of restoring power to our engineers who will be shortly travelling to the area,DL10 7JB,North East,54.3954,-1.65536,0,1725992,,0,False,,,False,False,0
169,INCD-28712-B,B00007028INCD,0,Safety Interruption,0d 0:1,2023-03-30T13:44:00Z,2023-03-30T10:44:00Z,Localised Fault,12,4,LV,1,6,2023-03-30T10:45:54Z,2023-03-30T10:50:21Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,We are currently allocating the job of restoring power to our engineers who will be shortly travelling to the area,DL10 7EQ,North East,54.3935,-1.64556,0,1725992,,0,False,,,False,False,0
170,INCD-28712-B,B00007028INCD,0,Safety Interruption,0d 0:1,2023-03-30T13:44:00Z,2023-03-30T10:44:00Z,Localised Fault,12,4,LV,1,6,2023-03-30T10:45:54Z,2023-03-30T10:50:21Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,We are currently allocating the job of restoring power to our engineers who will be shortly travelling to the area,DL10 7SL,North East,54.3925,-1.65403,0,1725992,,0,False,,,False,False,0
171,INCD-384547-A,A0005de23INCD,8,Unknown P2,0d 3:5,2023-03-30T17:00:00Z,2023-03-30T10:39:00Z,Large Area Fault,0,4,HV_N,7,5,2023-03-30T10:40:47Z,2023-03-30T13:45:36Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HG4  3AD,North East,54.1016,-1.55104,1,1725969,,0,False,,,False,False,0
172,INCD-384547-A,A0005de23INCD,8,Unknown P2,0d 3:5,2023-03-30T17:00:00Z,2023-03-30T10:39:00Z,Large Area Fault,0,4,HV_N,7,5,2023-03-30T10:40:47Z,2023-03-30T13:45:36Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HG4  3AY,North East,54.1269,-1.55709,1,1725969,,0,False,,,False,False,0
173,INCD-384547-A,A0005de23INCD,8,Unknown P2,0d 3:5,2023-03-30T17:00:00Z,2023-03-30T10:39:00Z,Large Area Fault,0,4,HV_N,7,5,2023-03-30T10:40:47Z,2023-03-30T13:45:36Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HG3  3PF,North East,54.091,-1.55114,1,1725969,,0,False,,,False,False,0
174,INCD-384547-A,A0005de23INCD,8,Unknown P2,0d 3:5,2023-03-30T17:00:00Z,2023-03-30T10:39:00Z,Large Area Fault,0,4,HV_N,7,5,2023-03-30T10:40:47Z,2023-03-30T13:45:36Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HG4  3AW,North East,54.1048,-1.56509,1,1725969,,0,False,,,False,False,0
175,INCD-384547-A,A0005de23INCD,8,Unknown P2,0d 3:5,2023-03-30T17:00:00Z,2023-03-30T10:39:00Z,Large Area Fault,0,4,HV_N,7,5,2023-03-30T10:40:47Z,2023-03-30T13:45:36Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HG4  2SE,North East,54.124,-1.54264,1,1725969,,0,False,,,False,False,0
176,INCD-384547-A,A0005de23INCD,8,Unknown P2,0d 3:5,2023-03-30T17:00:00Z,2023-03-30T10:39:00Z,Large Area Fault,0,4,HV_N,7,5,2023-03-30T10:40:47Z,2023-03-30T13:45:36Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HG4  3AS,North East,54.1155,-1.54583,1,1725969,,0,False,,,False,False,0
177,INCD-384547-A,A0005de23INCD,8,Unknown P2,0d 3:5,2023-03-30T17:00:00Z,2023-03-30T10:39:00Z,Large Area Fault,0,4,HV_N,7,5,2023-03-30T10:40:47Z,2023-03-30T13:45:36Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HG4  2QR,North East,54.133,-1.54593,1,1725969,,0,False,,,False,False,0
178,INCD-384547-A,A0005de23INCD,8,Unknown P2,0d 3:5,2023-03-30T17:00:00Z,2023-03-30T10:39:00Z,Large Area Fault,0,4,HV_N,7,5,2023-03-30T10:40:47Z,2023-03-30T13:45:36Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HG3  3NU,North East,54.0776,-1.56212,1,1725969,,0,False,,,False,False,0
179,INCD-384547-A,A0005de23INCD,8,Unknown P2,0d 3:5,2023-03-30T17:00:00Z,2023-03-30T10:39:00Z,Large Area Fault,0,4,HV_N,7,5,2023-03-30T10:40:47Z,2023-03-30T13:45:36Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HG3  3PG,North East,54.0903,-1.54963,1,1725969,,0,False,,,False,False,0
180,INCD-384547-A,A0005de23INCD,8,Unknown P2,0d 3:5,2023-03-30T17:00:00Z,2023-03-30T10:39:00Z,Large Area Fault,0,4,HV_N,7,5,2023-03-30T10:40:47Z,2023-03-30T13:45:36Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HG3  3NP,North East,54.0818,-1.55656,1,1725969,,0,False,,,False,False,0
